Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - aua,Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - aua",Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - aua",Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - aua,Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - aua,Nga uepu Maori,Orau,11,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - aua,Nga uepu Maori,Orau,7,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - aua",Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - aua",Nga uepu Maori,Orau,11,2021,1 me 2 me 3
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - aua,Nga uepu Maori,Orau,..,2021,1 me 2 me 3 me 4
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,5,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,25,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - i mahia hei urupare ki te panonitanga huarere",Era atu hinonga Maori,Orau,C,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - i mahia hei urupare ki te panonitanga huarere",Era atu hinonga Maori,Orau,8,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,12,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,12,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,12,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - i mahia hei urupare ki te panonitanga huarere",Era atu hinonga Maori,Orau,15,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - i mahia hei urupare ki te panonitanga huarere",Era atu hinonga Maori,Orau,12,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - i mahia hei urupare ki te panonitanga huarere,Era atu hinonga Maori,Orau,41,2021,1 me 4 me 5 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,12,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,41,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - i mahia mo etahi atu take",Era atu hinonga Maori,Orau,C,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - i mahia mo etahi atu take",Era atu hinonga Maori,Orau,3,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,10,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,8,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,47,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - i mahia mo etahi atu take",Era atu hinonga Maori,Orau,14,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - i mahia mo etahi atu take",Era atu hinonga Maori,Orau,14,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - i mahia mo etahi atu take,Era atu hinonga Maori,Orau,66,2021,1 me 4 me 6 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - kaore i mahia,Era atu hinonga Maori,Orau,42,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - kaore i mahia,Era atu hinonga Maori,Orau,10,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - kaore i mahia",Era atu hinonga Maori,Orau,14,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - kaore i mahia",Era atu hinonga Maori,Orau,25,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - kaore i mahia,Era atu hinonga Maori,Orau,31,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - kaore i mahia,Era atu hinonga Maori,Orau,41,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - kaore i mahia,Era atu hinonga Maori,Orau,15,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - kaore i mahia",Era atu hinonga Maori,Orau,32,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore i mahia",Era atu hinonga Maori,Orau,36,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - kaore i mahia,Era atu hinonga Maori,Orau,..,2021,1 me 4 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - kaore e hangai ana,Era atu hinonga Maori,Orau,36,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - kaore e hangai ana,Era atu hinonga Maori,Orau,14,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - kaore e hangai ana",Era atu hinonga Maori,Orau,78,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - kaore e hangai ana",Era atu hinonga Maori,Orau,61,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - kaore e hangai ana,Era atu hinonga Maori,Orau,39,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - kaore e hangai ana,Era atu hinonga Maori,Orau,29,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - kaore e hangai ana,Era atu hinonga Maori,Orau,22,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - kaore e hangai ana",Era atu hinonga Maori,Orau,31,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore e hangai ana",Era atu hinonga Maori,Orau,34,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - kaore e hangai ana,Era atu hinonga Maori,Orau,..,2021,1 me 4 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - aua,Era atu hinonga Maori,Orau,5,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - aua,Era atu hinonga Maori,Orau,5,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - aua",Era atu hinonga Maori,Orau,3,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - aua",Era atu hinonga Maori,Orau,3,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - aua,Era atu hinonga Maori,Orau,3,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - aua,Era atu hinonga Maori,Orau,7,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - aua,Era atu hinonga Maori,Orau,5,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - aua",Era atu hinonga Maori,Orau,7,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - aua",Era atu hinonga Maori,Orau,8,2021,1 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - aua,Era atu hinonga Maori,Orau,..,2021,1 me 4 me 7
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,23,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,1,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,8,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,10,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,8,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,35,2021,1 me 4 me 5 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,34,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - i mahia mo etahi atu take",Nga umanga katoa o Aotearoa,Orau,1,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - i mahia mo etahi atu take",Nga umanga katoa o Aotearoa,Orau,4,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,39,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - i mahia mo etahi atu take",Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - i mahia mo etahi atu take",Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - i mahia mo etahi atu take,Nga umanga katoa o Aotearoa,Orau,59,2021,1 me 4 me 6 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,41,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - kaore i mahia",Nga umanga katoa o Aotearoa,Orau,17,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - kaore i mahia",Nga umanga katoa o Aotearoa,Orau,22,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,29,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,35,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,16,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - kaore i mahia",Nga umanga katoa o Aotearoa,Orau,37,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore i mahia",Nga umanga katoa o Aotearoa,Orau,41,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - kaore i mahia,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 4 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,37,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,16,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,72,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,59,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,47,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,33,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,26,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,35,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whaia etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,32,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,Mo te Katoa - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 4 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakawhanaketia he hotaka hei whakapuhuki i nga tukuwaro - aua,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakahekea nga parahanga  - aua,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakamutua, i whakahekea ranei te whakamahinga waro / te kapuni ranei - aua",Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I whakawhanaketia, i whakawhanuitia ranei he tapaetanga hua, ratonga tukuwaro papaku hoki - aua",Nga umanga katoa o Aotearoa,Orau,10,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki nga hangarau tukuwaro papaku - aua,Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whiti ki etahi kaiwhangai toitu - aua,Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,I whakapikia te whakamahinga hangarau matihiko - aua,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 8
Ripanga 23,Ko nga mahi i mahia e nga umanga i roto i nga tau e rua ka hipa ake nei,Ma te momo umanga,"I aromatawaitia nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, nga tauraki ranei) - aua",Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 8
