Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 18,Ko nga umanga i mahi auaha,Ma te momo umanga,Nga Mahi,Nga umanga katoa o Aotearoa,Orau,21,2021,1 me 2 me 3 me 4 me 8
Ripanga 18,Ko nga umanga i mahi auaha,Ma te momo umanga,a-Whakahaere,Nga umanga katoa o Aotearoa,Orau,22,2021,1 me 2 me 3 me 4 me 8
Ripanga 18,Ko nga umanga i mahi auaha,Ma te momo umanga,Te Hokohoko,Nga umanga katoa o Aotearoa,Orau,21,2021,1 me 2 me 3 me 4 me 8
Ripanga 18,Ko nga umanga i mahi auaha,Ma te momo umanga,Te papatanga auaha tapeke,Nga umanga katoa o Aotearoa,Orau,46,2021,1 me 2 me 3 me 4 me 6 me 8
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,11,2021,1 me 2 me 3
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Hoahoa,Nga uepu Maori,Orau,7,2021,1 me 2 me 3
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Whakatairanga,Nga uepu Maori,Orau,9,2021,1 me 2 me 3
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,era atu,Nga uepu Maori,Orau,11,2021,1 me 2 me 3
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,"Tapeke o nga mahi whanaketanga hua, me era atu mahi hangai",Nga uepu Maori,Orau,22,2021,1 me 2 me 3
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Rangahau me te whakawhanaketanga,Era atu hinonga Maori,Orau,17,2021,1 me 2 me 4
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Hoahoa,Era atu hinonga Maori,Orau,17,2021,1 me 2 me 4
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Whakatairanga,Era atu hinonga Maori,Orau,10,2021,1 me 2 me 4
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,era atu,Era atu hinonga Maori,Orau,14,2021,1 me 2 me 4
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,"Tapeke o nga mahi whanaketanga hua, me era atu mahi hangai",Era atu hinonga Maori,Orau,29,2021,1 me 2 me 4
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Rangahau me te whakawhanaketanga,Nga umanga katoa o Aotearoa,Orau,10,2021,1 me 2 me 5
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Hoahoa,Nga umanga katoa o Aotearoa,Orau,14,2021,1 me 2 me 5
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,Whakatairanga,Nga umanga katoa o Aotearoa,Orau,13,2021,1 me 2 me 5
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,era atu,Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 2 me 5
Ripanga 19,"Ko nga umanga whai whakapaunga putea a-whanaketanga hua, me era atu mahi hangai, a-momo umanga ",Ma te momo umanga,"Tapeke o nga mahi whanaketanga hua, me era atu mahi hangai",Nga umanga katoa o Aotearoa,Orau,27,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,"Te utu ki te whakawhanake, ki te timata ranei",He taumaha te panga,Orau,17,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hua,He taumaha te panga,Orau,5,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hokohoko,He taumaha te panga,Orau,3,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga pahekoheko ki etahi atu umanga,He taumaha te panga,Orau,3,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga tomokanga ki nga motika a-hinengaro,He taumaha te panga,Orau,1,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga kaimahi hangai,He taumaha te panga,Orau,11,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga rawa whakahaere,He taumaha te panga,Orau,15,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Nga rekureihana kawanatanga,He taumaha te panga,Orau,6,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,"Te utu ki te whakawhanake, ki te timata ranei",He tauwaenga te taumaha,Orau,17,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hua,He tauwaenga te taumaha,Orau,17,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hokohoko,He tauwaenga te taumaha,Orau,12,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga pahekoheko ki etahi atu umanga,He tauwaenga te taumaha,Orau,9,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga tomokanga ki nga motika a-hinengaro,He tauwaenga te taumaha,Orau,3,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga kaimahi hangai,He tauwaenga te taumaha,Orau,19,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga rawa whakahaere,He tauwaenga te taumaha,Orau,22,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Nga rekureihana kawanatanga,He tauwaenga te taumaha,Orau,11,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,"Te utu ki te whakawhanake, ki te timata ranei",He ngawari te panga,Orau,21,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hua,He ngawari te panga,Orau,22,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hokohoko,He ngawari te panga,Orau,23,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga pahekoheko ki etahi atu umanga,He ngawari te panga,Orau,19,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga tomokanga ki nga motika a-hinengaro,He ngawari te panga,Orau,19,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga kaimahi hangai,He ngawari te panga,Orau,22,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga rawa whakahaere,He ngawari te panga,Orau,21,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Nga rekureihana kawanatanga,He ngawari te panga,Orau,25,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,"Te utu ki te whakawhanake, ki te timata ranei",Kaore he panga,Orau,46,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hua,Kaore he panga,Orau,56,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga mohiohio hokohoko,Kaore he panga,Orau,62,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga pahekoheko ki etahi atu umanga,Kaore he panga,Orau,69,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga tomokanga ki nga motika a-hinengaro,Kaore he panga,Orau,77,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga kaimahi hangai,Kaore he panga,Orau,48,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Korenga rawa whakahaere,Kaore he panga,Orau,42,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Nga uepu Maori,Nga rekureihana kawanatanga,Kaore he panga,Orau,58,2021,1 me 2 me 3
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,"Te utu ki te whakawhanake, ki te timata ranei",He taumaha te panga,Orau,22,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hua,He taumaha te panga,Orau,3,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hokohoko,He taumaha te panga,Orau,7,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga pahekoheko ki etahi atu umanga,He taumaha te panga,Orau,3,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga tomokanga ki nga motika a-hinengaro,He taumaha te panga,Orau,C,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga kaimahi hangai,He taumaha te panga,Orau,14,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga rawa whakahaere,He taumaha te panga,Orau,19,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Nga rekureihana kawanatanga,He taumaha te panga,Orau,12,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,"Te utu ki te whakawhanake, ki te timata ranei",He tauwaenga te taumaha,Orau,21,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hua,He tauwaenga te taumaha,Orau,12,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hokohoko,He tauwaenga te taumaha,Orau,16,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga pahekoheko ki etahi atu umanga,He tauwaenga te taumaha,Orau,7,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga tomokanga ki nga motika a-hinengaro,He tauwaenga te taumaha,Orau,3,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga kaimahi hangai,He tauwaenga te taumaha,Orau,24,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga rawa whakahaere,He tauwaenga te taumaha,Orau,26,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Nga rekureihana kawanatanga,He tauwaenga te taumaha,Orau,16,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,"Te utu ki te whakawhanake, ki te timata ranei",He ngawari te panga,Orau,19,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hua,He ngawari te panga,Orau,24,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hokohoko,He ngawari te panga,Orau,22,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga pahekoheko ki etahi atu umanga,He ngawari te panga,Orau,24,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga tomokanga ki nga motika a-hinengaro,He ngawari te panga,Orau,19,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga kaimahi hangai,He ngawari te panga,Orau,21,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga rawa whakahaere,He ngawari te panga,Orau,19,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Nga rekureihana kawanatanga,He ngawari te panga,Orau,19,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,"Te utu ki te whakawhanake, ki te timata ranei",Kaore he panga,Orau,36,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hua,Kaore he panga,Orau,59,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga mohiohio hokohoko,Kaore he panga,Orau,59,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga pahekoheko ki etahi atu umanga,Kaore he panga,Orau,67,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga tomokanga ki nga motika a-hinengaro,Kaore he panga,Orau,79,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga kaimahi hangai,Kaore he panga,Orau,43,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Korenga rawa whakahaere,Kaore he panga,Orau,34,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Era atu hinonga Maori,Nga rekureihana kawanatanga,Kaore he panga,Orau,55,2021,1 me 2 me 4
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,"Te utu ki te whakawhanake, ki te timata ranei",He taumaha te panga,Orau,20,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hua,He taumaha te panga,Orau,4,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hokohoko,He taumaha te panga,Orau,6,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga pahekoheko ki etahi atu umanga,He taumaha te panga,Orau,3,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga tomokanga ki nga motika a-hinengaro,He taumaha te panga,Orau,2,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga kaimahi hangai,He taumaha te panga,Orau,14,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga rawa whakahaere,He taumaha te panga,Orau,18,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Nga rekureihana kawanatanga,He taumaha te panga,Orau,10,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,"Te utu ki te whakawhanake, ki te timata ranei",He tauwaenga te taumaha,Orau,21,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hua,He tauwaenga te taumaha,Orau,12,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hokohoko,He tauwaenga te taumaha,Orau,13,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga pahekoheko ki etahi atu umanga,He tauwaenga te taumaha,Orau,7,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga tomokanga ki nga motika a-hinengaro,He tauwaenga te taumaha,Orau,5,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga kaimahi hangai,He tauwaenga te taumaha,Orau,18,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga rawa whakahaere,He tauwaenga te taumaha,Orau,21,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Nga rekureihana kawanatanga,He tauwaenga te taumaha,Orau,12,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,"Te utu ki te whakawhanake, ki te timata ranei",He ngawari te panga,Orau,12,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hua,He ngawari te panga,Orau,21,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hokohoko,He ngawari te panga,Orau,18,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga pahekoheko ki etahi atu umanga,He ngawari te panga,Orau,17,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga tomokanga ki nga motika a-hinengaro,He ngawari te panga,Orau,12,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga kaimahi hangai,He ngawari te panga,Orau,17,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga rawa whakahaere,He ngawari te panga,Orau,15,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Nga rekureihana kawanatanga,He ngawari te panga,Orau,14,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,"Te utu ki te whakawhanake, ki te timata ranei",Kaore he panga,Orau,47,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hua,Kaore he panga,Orau,62,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga mohiohio hokohoko,Kaore he panga,Orau,63,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga pahekoheko ki etahi atu umanga,Kaore he panga,Orau,73,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga tomokanga ki nga motika a-hinengaro,Kaore he panga,Orau,81,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga kaimahi hangai,Kaore he panga,Orau,50,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Korenga rawa whakahaere,Kaore he panga,Orau,46,2021,1 me 2 me 5
Ripanga 20,Nga maioro ki te auahatanga,Nga umanga katoa o Aotearoa,Nga rekureihana kawanatanga,Kaore he panga,Orau,65,2021,1 me 2 me 5
Ripanga 21,Ko te maramatanga o nga umanga ki te panga pea o te panonitanga ahuarangi,Ma te momo umanga,Tino marama,Nga uepu Maori katoa,Orau,70,2021,1 me 2 me 3
